id,name,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
4ehODAMMpfeA7DtVhvNZ36,College Song,0.719,0.533,0.741,0,0.148,0.844,-6.849,0.0387,96.996,2,4
7q82su42LH7iwwh4wJXs6A,Lacha Gummadi,0.446,0.883,0.546,0.000117,0.0868,0.395,-7.337,0.0453,116.883,1,4
0Wgv6JRoNYrp0TT1VZgTNN,Kalalu Chusina,0.57,0.651,0.349,0.000107,0.114,0.203,-8.518,0.0328,119.993,0,4
2m89IdT7sJdSky0Fymg7r2,Aanandamayenu - Theme Song,0.602,0.269,0.579,0.506,0.306,0.0744,-10.788,0.03,103.956,2,5
06zDtXbVc9gnMHirrt6i99,Pilla Puli,0.71,0.197,0.565,0,0.172,0.723,-9.57,0.0391,119.954,6,3
7nKVIhhYNj5IuiPk4PFcKD,"Edo Edo Adagalani Anipisthundi - From ""GEM""",0.731,0.0466,0.574,7.47E-06,0.238,0.0717,-10.457,0.0295,133.983,4,4
6wOmZPd7c2dfdbbUUoVWWy,"Korameesam Polisoda (From ""Krack"")",0.76,0.945,0.329,0.000514,0.136,0.554,-9.582,0.0389,119.916,11,3
4BCTeoleGFTAekI2qOXCeh,Brahma O Brahma,0.754,0.461,0.75,2.24E-06,0.142,0.676,-8.634,0.114,97.871,2,4
0mp672WlppO1S3UKQgqYyQ,Neekye Nenu,0.6,0.363,0.716,0.00872,0.217,0.74,-10.03,0.0504,173.984,5,4
0A1chT9ef0Kn1NnQVnLoot,Bang Bang Bangkok,0.935,0.218,0.803,0.000161,0.139,0.936,-5.3,0.109,123.98,8,4
534iKGEDubP2xHxZECgzJy,Dum Masala,0.779,0.473,0.884,4.97E-05,0.219,0.82,-7.333,0.0696,98.974,8,4
3rG9ZufN5XfgvDswhxYoZQ,Mawaa Enthaina,0.838,0.772,0.862,0.000837,0.3,0.853,-8.205,0.234,127.982,11,4
5rYuH1gY2lRBeotu5ejfR4,Ramana Aei,0.693,0.302,0.885,5.30E-06,0.106,0.726,-4.039,0.153,145.14,8,4
2dviQPe3xUZeAhURHzMDXf,Pataas Pilla,0.753,0.267,0.585,0,0.116,0.514,-10.9,0.258,150.034,7,3
68tBp30vWQxHRNmSEFwPhA,Ticket Eh Konakunda,0.724,0.125,0.709,0,0.722,0.728,-5.749,0.159,62.488,9,4
1VBvgXzwESW9V7DXXGSiwm,Mari Antaga,0.851,0.642,0.532,0.0112,0.149,0.8,-10.078,0.0341,117.027,11,4
0qVqPTe9U3vaCQJIFMcXEE,Taxi,0.804,0.0342,0.719,6.73E-05,0.0687,0.7,-5.375,0.11,173.975,0,4
0EV7Iol5TYTzVufJTT6ZSX,You’Re My Love,0.869,0.0326,0.764,0.0065,0.0843,0.688,-3.383,0.0376,112.005,8,4
0h5wFi2R8a9ReSIDbXzZgy,Samajavaragamana,0.568,0.91,0.663,4.82E-05,0.124,0.808,-6.179,0.0345,165.203,8,3
3qWfqpB8KJFxwvbpqbuLCh,Ramuloo Ramulaa,0.663,0.415,0.913,0.000496,0.158,0.805,-4.681,0.152,187.552,5,3
1WBA3KunNN2GGpHghfwnNE,OMG Daddy,0.83,0.252,0.61,1.27E-05,0.115,0.608,-6.293,0.0555,96.011,1,4
1gT9sc5997gi82JBxoUTYp,Buttabomma,0.666,0.753,0.644,0.000262,0.124,0.89,-8.964,0.145,115.1,11,4
3Gr4k8MLafHmaO19KnESjl,Samajavaragamana - Female,0.367,0.931,0.321,0.235,0.0707,0.521,-9.077,0.0406,164.94,5,3
0nUqmLja5dpfk2mdTpss9t,Ala Vaikunthapurramuloo,0.405,0.836,0.495,0.0525,0.366,0.372,-10.837,0.11,100.983,6,4
3U1lRa56VJbOFqfWI2PTrj,Mandaara Poovalle,0.829,0.0604,0.701,0.0155,0.349,0.72,-8.031,0.0451,119.993,0,4
62UqZv8jJwfXpKENrnk8OJ,Arere Vaanaa,0.756,0.304,0.681,0.0387,0.0657,0.641,-9.769,0.0928,179.97,6,3
0RQhpA5lD1GyM7lO2tdmbO,Yedho,0.763,0.778,0.351,2.05E-06,0.0892,0.368,-9.528,0.0315,119.949,0,4
4yu2FFVXDJL1QaGp6y0LEx,Rupayi,0.731,0.299,0.545,0,0.0703,0.637,-6.912,0.0369,83.019,5,4
41IUiBF8LF3zFcj4HovjjU,Adugadugunaa,0.746,0.626,0.308,0.000351,0.061,0.459,-14.579,0.0363,114.942,9,4
1YTDRKPDFwZ9pcWmUUnlkQ,Srivalli,0.82,0.494,0.581,0,0.362,0.681,-5.655,0.0438,106.965,4,4
0U90gqjr8CWCEQ5WrvmO5g,Eyy Bidda Idhi Naa Adda,0.733,0.205,0.83,0.00143,0.0515,0.655,-6.877,0.144,87.501,0,4
0kz3Bh09Li3wtcreZV3BKM,Follow Follow,0.829,0.317,0.781,0.0165,0.0866,0.965,-4.137,0.077,94.017,3,4
50s6uX9YwwF7T1VOFDNpGA,Dont Stop,0.834,0.215,0.943,0.00385,0.127,0.667,-3.842,0.0757,104.961,7,4
0aygY9LqK1bCqyKK1bOsio,Love Me Again,0.713,0.0437,0.911,5.64E-05,0.107,0.663,-2.741,0.0564,123.941,0,4
344RDDZ8T7QFFqIT377ZOX,Idhe Kadha Nee Katha,0.623,0.904,0.487,4.92E-05,0.441,0.534,-8.83,0.0412,122.891,5,4
3bXNfFKUI9p5WKjjOgMqzs,Ra Ra (Roar of the Revengers),0.647,0.184,0.908,0.00115,0.0711,0.547,-4.309,0.271,176.174,5,4
3o3ggEc2XFqUGKbz63I8WJ,Chalikalame,0.927,0.647,0.467,5.51E-06,0.135,0.571,-13.247,0.369,93.007,6,4
4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")",0.405,0.355,0.988,0.113,0.0815,0.703,-3.843,0.0992,160.052,10,4
6h5vL07MyGY6WdWPYK4IMG,"Dosti (From ""RRR"")",0.681,0.507,0.69,9.04E-05,0.108,0.583,-8.609,0.0449,75.002,5,4
7Ar8nEGW5tFZREmnPB5cLw,Bujjiamma Bujjiamma,0.848,0.574,0.707,0,0.172,0.921,-6.611,0.217,139.969,1,4
3KpBJtSOZdWTNk48O2b4m9,Bhaga Bhaga,0.664,0.0528,0.784,0.0328,0.0977,0.757,-10.066,0.0765,134.974,11,3
74uU0hPS9vQfa7N9hgaFxu,"Neelo Naalo (From ""Swag"")",0.522,0.44,0.714,4.80E-05,0.111,0.74,-5.434,0.0423,175.711,0,4
7o3gnrSdBN1yJeyDd3ysWX,Fear Song [TELUGU],0.642,0.0807,0.897,0.00651,0.118,0.442,-6.24,0.181,180.093,1,4
2R8sh9H3YqdufrgMA9LNcz,Chuttamalle,0.677,0.136,0.623,5.24E-06,0.161,0.616,-7.404,0.0797,145.56,4,3
5Pqv6e52EWyqxeNyFYqDni,Ayudha Pooja [TELUGU],0.701,0.309,0.875,0.000215,0.0263,0.515,-3.602,0.172,135.971,11,4
2R2FHagWm5v1zJACctLRkK,Once Up On,0.828,0.105,0.831,0.000297,0.118,0.887,-6.024,0.0608,118.983,2,4
2o6DT527sOB7r20jVlyhzJ,Apple Beauty,0.879,0.0366,0.825,3.34E-06,0.0706,0.895,-3.2,0.0427,122.026,9,4
37qEgpLxOJN2jpxo2yEl64,Sundari,0.866,0.185,0.86,8.57E-05,0.0629,0.899,-3.662,0.0552,101.982,0,4
75PLRXczgeUtwD9mFzDVsB,Pranaamam,0.721,0.122,0.925,0.000159,0.115,0.757,-3.908,0.0503,122.002,5,4
2q0EHeFHe0dNnq6DF2UcTe,Last Bench,0.886,0.593,0.757,0,0.0658,0.925,-5.17,0.457,139.909,6,4
1nXzPMp1KLrQvYWmsgK6kK,Mari Antaga,0.851,0.642,0.532,0.0112,0.149,0.8,-10.078,0.0341,117.027,11,4
0kCRJzUCwNXGjaX7xyOPrI,Dekho Dekho Gabbar Singh,0.903,0.0828,0.87,0,0.219,0.859,-2.617,0.119,100.005,9,4
5vxFdEHRfgwvhTpI9fNAF9,Santhosham Sagam Balam,0.681,0.0465,0.62,0,0.177,0.445,-12.078,0.129,97.997,7,4
0K2CU7TTmFBSbFm1Lt50Sx,"The Karma Theme - Telugu (From ""U Turn"")",0.514,0.00948,0.828,0.000142,0.0687,0.547,-4.864,0.0447,123.933,5,4
0v9u1rAlMAoFHFz6oCJ57U,Naalo Chilipi Kala (Theme Song),0.802,0.566,0.507,6.36E-05,0.243,0.706,-5.298,0.0511,84.991,6,4
5Mp5XAiliIamV9G7lMJTg9,Beautiful Love,0.618,0.652,0.534,0.0168,0.0767,0.793,-8.434,0.0578,75.05,7,4
16ZESINIISGjA5CwM0mfSm,Mirchi,0.81,0.36,0.955,0.00991,0.058,0.923,-3.148,0.165,151.97,4,4
1lQ266sCiOsHmcCAn39KvR,Super Machi,0.759,0.431,0.948,0.0334,0.0288,0.914,-4.313,0.098,97.906,7,4
5Eafns5qyPzrHCPQl7R24b,Bang Bang Bangkok,0.935,0.218,0.803,0.000161,0.139,0.936,-5.3,0.109,123.98,8,4
47BZ5zznG2jzc2hjsEbvxH,,0.666,0.65,0.85,0.0897,0.0889,0.744,-5.909,0.0312,105.022,1,4
3goxD2Gnkku2SObsyTvs3F,Thandaane Thandaane,0.85,0.463,0.677,3.27E-06,0.164,0.898,-7.001,0.0606,110.014,0,4
6FESpNVqUL9Ajt99tYkzLi,Kannula Munde,0.554,0.652,0.595,0.000104,0.16,0.626,-9.742,0.032,159.94,9,4
7KiM3AFZmkWTAd5h9gybzn,Shokilla,0.797,0.0262,0.719,0.000245,0.44,0.759,-6.879,0.13,101,7,4
1E5zyR7GT3PKjH3cqhVXVf,Ninnu Chudagaane,0.768,0.178,0.677,0.00431,0.072,0.736,-5.39,0.117,78.046,5,4
2os5ZEWZ2lwGRh4aBYOAE4,Vaaru Veeru,0.779,0.116,0.929,0,0.0177,0.893,-2.414,0.115,98.013,2,4
0aSyzcFyCsOujevKLbMZxj,Idhedho Bagundhe,0.845,0.315,0.762,0.000208,0.165,0.623,-6.655,0.0692,117.987,11,4
7lf3b4gGfzDn2XD0pra7wH,Mr. Perfect - DSP Mix,0.82,0.205,0.979,0.0534,0.123,0.899,-3.707,0.127,105.014,10,4
0XVyztocOZOlntAfoq73rx,Nannaku,0.547,0.51,0.51,0,0.127,0.438,-8.67,0.0426,165.955,9,4
6xyA0jq8yXAF1vQ6AK1vI5,"Yentha Sakkagunnave (From ""Rangasthalam"")",0.883,0.497,0.553,1.13E-05,0.156,0.668,-8.468,0.068,132.055,11,3
1ERqAWaAhH9cH0nPU1szbZ,"Cheppave Chirugali - From ""Okkadu""",0.588,0.0509,0.618,0,0.0956,0.503,-9.554,0.118,157.446,11,3
3Ew9wEfTVs5JwEQEbVl1Wn,Manassa,0.863,0.328,0.625,4.93E-06,0.0831,0.938,-6.901,0.0417,100.012,9,4
54gYONnzfTG89DUnTvt5r4,Thellarindoi,0.919,0.072,0.754,0.00318,0.0987,0.752,-9.189,0.0666,110.024,5,4
6obKaXHU2avqfLZFPjGm4K,Vachindamma,0.822,0.487,0.6,1.74E-05,0.104,0.796,-6.308,0.0326,123.922,3,4
1s9ryZb4SbWAp3qWecSSuA,"Unnatundi Gundey - From ""Ninnu Kori""",0.839,0.512,0.597,0.001,0.105,0.712,-7.079,0.0363,119.978,0,4
6dfzvJmyJN2vmAywOeFVMO,Hulala,0.751,0.329,0.8,1.88E-06,0.303,0.585,-4.989,0.0395,128.001,3,4
1bIcKBql2FriNbkbdzD5Zl,Lover Also Fighter Also,0.589,0.0724,0.646,0.00591,0.208,0.599,-6.661,0.0886,196.139,2,4
3cUHHmGAptibsa4BsULeVY,"Rangamma Mangamma (From ""Rangasthalam"")",0.828,0.323,0.802,0.00243,0.104,0.883,-4.515,0.0937,156.073,0,4
4IoL5eSdPTk44UjQf0fk4m,Kanulanu Thaake,0.727,0.572,0.605,0.000411,0.117,0.7,-7.008,0.0348,95.014,1,4
4qnbyphQuBj1YpPor7TnjR,Thikka,0.891,0.633,0.522,0.429,0.0759,0.899,-8.011,0.0391,95.003,0,4
2kFaEZJM9coKfesI5LOaPJ,Neethoney Dance,0.811,0.113,0.962,0,0.4,0.876,-2.719,0.0484,119.973,2,4
0BFQi3erN3X4tT6ZrthC5d,Chal Chalo Chalo,0.598,0.42,0.817,0.00121,0.485,0.722,-5.003,0.0991,67.111,9,4
2aIrdFNTPHYvVXGHRBzYU6,"Bharat Ane Nenu (The Song Of Bharat) [From ""Bharat Ane Nenu""]",0.715,0.499,0.633,0.0275,0.136,0.577,-7.373,0.0275,119.994,9,4
5au0abCgZ9InphXxAYbXMw,Whatamma What Is This Amma,0.783,0.624,0.777,0.00018,0.114,0.76,-4.651,0.114,149.905,0,3
2C5KGxHkq4ePV51ES40dxO,Rakaasi Rakaasi,0.806,0.346,0.72,0.00159,0.0369,0.7,-6.516,0.0534,94.975,7,4
4KtOMKNhcaeDAeM7mZ70Ju,Oka Praanam,0.601,0.651,0.354,0.262,0.0999,0.48,-10.11,0.0298,78.02,5,4
1qNjwr1lWSNmTPMbiQ8sYt,Dandaalayyaa,0.618,0.827,0.765,0.00246,0.404,0.6,-7.684,0.0391,92.006,2,4
3i6VljsEY3qEQOPpfrCJKq,Rupai,0.731,0.326,0.54,0,0.0716,0.603,-6.459,0.0346,82.999,5,4
0fHjKqPAJwl4hQpI1bpLVP,I Am Very Sorry,0.845,0.125,0.775,1.26E-05,0.0874,0.851,-6.134,0.0963,116.005,11,4
2fVPpGZVTizpZHd9WMgev7,,0.732,0.53,0.795,0.363,0.23,0.572,-7.13,0.0327,100.994,0,4
6OKfxoZ4qW4ZHJs0RglVRr,Aww Tuzo,0.595,0.283,0.791,0.186,0.0948,0.859,-5.068,0.189,103.445,9,3
2b7XhC25CBPOoLdTMjsHPY,"Raavana (From ""Jai Lava Kusa"")",0.597,0.145,0.892,9.24E-05,0.118,0.634,-5.121,0.0492,80.009,4,4
1yzetU0NF7DWaMIyjkDiJO,Sainika,0.588,0.168,0.852,5.75E-06,0.163,0.502,-6.356,0.0655,113.91,2,4
5VxL1b7OOpc1m0n2eAiAoo,Nenani Neevani,0.671,0.693,0.386,0.000227,0.144,0.278,-10.574,0.0358,134.957,4,1
6rji5mwjuHRuhozNhn8DG8,,0.392,0.123,0.725,0,0.193,0.313,-5.103,0.0504,78.453,2,4
1Wc9z0B5BaA3dpLUxEbHZb,Taanu Nenu,0.504,0.864,0.357,0.00838,0.125,0.572,-12.441,0.032,145.916,11,3
5S8j0832bEg5ozbOcrVsDH,Oorugalle,0.737,0.149,0.702,0,0.0855,0.604,-6.53,0.178,90.097,4,4
0FSrCEox8bEpO3RD6ZfEr5,Top Lesi Poddi,0.64,0.104,0.938,0.000116,0.119,0.898,-3.423,0.185,82.874,0,4
7Kd2C4NcmMRk0N7M3LRvLS,Gulabi Kallu Rendu Mullu,0.658,0.168,0.664,1.40E-05,0.12,0.392,-6.071,0.0371,139.992,0,4
6vxk22JN65ciOZ19q9XBdU,Kandi Chenu Kada,0.818,0.327,0.855,3.89E-06,0.063,0.83,-7.55,0.144,95.026,10,4
7J5STw8IjdcNLHsx5aT9uH,Nuvvasthanante,0.716,0.0701,0.767,3.54E-05,0.0521,0.571,-8.476,0.258,129.94,9,4
4oMMYhuXwRTG5EM035dvHQ,Box Badhalai Poye,0.837,0.224,0.945,0.00807,0.636,0.808,-2.295,0.17,96.028,7,4
3dn0RtihJaiPDszn9QG00S,Rakhi Rakhi,0.913,0.0839,0.776,0.000177,0.0496,0.932,-8.644,0.0644,120.022,10,4
6xSuenHgNaeQDRiHr8qKpm,"Pillaa Raa - From ""RX 100""",0.411,0.606,0.654,1.01E-05,0.175,0.57,-5.458,0.15,62.065,9,4
19BctQls0bL7UTZ9OPKf17,Gusa Gusa Lade (Version 2),0.52,0.288,0.776,1.39E-05,0.333,0.411,-6.184,0.0502,170.914,9,3
0ZPTJxVUvOEuMnIqLbWUMp,"Saahore Baahubali (From ""Baahubali 2 - The Conclusion"")",0.782,0.493,0.816,1.40E-06,0.321,0.638,-7.252,0.0603,110.03,7,4
0LdTY0ozNj0b7AVfWjKkpx,Cheppave Prema,0.502,0.477,0.761,1.58E-06,0.0934,0.41,-3.975,0.0485,94.402,9,4
6b5aq53DvjUJn1ns2j9J6l,Next Enti,0.908,0.337,0.875,0.000716,0.14,0.83,-4.278,0.0849,108.032,5,4
7agbQBEJYIaKJ8lGVdq1bv,Athiloka Sundari,0.673,0.305,0.88,6.95E-05,0.12,0.737,-6.633,0.0541,159.031,0,4
4NQM8Z3WQvBq9zTo9TiXVr,Entho Fun,0.629,0.415,0.61,0.0829,0.121,0.745,-8.252,0.0834,163.937,0,4
0bETpWtPUymnLydCM8xKVn,Neeve Neeve,0.797,0.0782,0.566,0.000307,0.0923,0.532,-9.114,0.0343,97.976,8,4
7lnoKCjdDeOi4N8233zlO6,Panchirey,0.706,0.0418,0.694,0.0016,0.0799,0.317,-7.883,0.0309,119.995,0,4
2nJIt9fxCRSPU6obvEdCpk,Egire Egire,0.594,0.141,0.726,0,0.174,0.624,-7.136,0.0431,95.956,2,4
7KQpsXCQvYleJDyxnGJmZ1,Thanemando,0.751,0.67,0.497,0.000391,0.171,0.792,-8.085,0.0437,120.007,9,4
7LcNScYoKIPpLJ79V3QbNj,One & Two & Three,0.629,0.017,0.824,0.000137,0.185,0.925,-4.444,0.0404,92.028,5,4
3GWWv1wdrxVh6i0eBaZGvX,Sarrainodu,0.718,0.387,0.913,0.000483,0.279,0.74,-5.524,0.0668,101.05,10,4
5cyxdxyOUwZn940TaMATvG,Gunde Jaari Gallanthayinde,0.829,0.532,0.772,0.000343,0.186,0.671,-8.054,0.147,91.018,10,4
2atS1WwSGF1cCkWXW1Di6P,Diyalo Diyala,0.629,0.323,0.908,0.000274,0.076,0.833,-1.663,0.189,141.899,2,4
1soYqSnez9gGQepWQ50Fc1,Champesaave Nannu,0.746,0.614,0.878,0.00011,0.143,0.62,-4.939,0.0494,130.048,5,4
0UyTXiVQuWpScleQ4uVtox,Side Please,0.769,0.189,0.945,7.87E-05,0.137,0.723,-4.419,0.156,80.997,2,4
1yONzSAD8MJa4BjvZLNZq6,I Wanna Fly,0.648,0.107,0.911,0,0.176,0.526,-2.93,0.0486,91.983,4,4
6SP9RrpWPB0Y4YcFXmcoQn,Aaraduguluntada,0.884,0.803,0.666,0.57,0.419,0.951,-8.845,0.0597,104.977,4,4
4pCRP5zNeDHLRh7zmPJOtx,Noppi Noppi,0.77,0.053,0.865,0.000298,0.497,0.614,-5.025,0.0708,99.021,7,4
6p3L4v9ZiABHb5pzsSKieM,You Are My Mla,0.734,0.15,0.834,0.00304,0.0471,0.714,-6.064,0.0526,90.984,10,4
3PP1G6ukDSE3fOn4BJBtUw,Down Down Duppa,0.842,0.152,0.654,0.0365,0.735,0.604,-8.756,0.0653,132.002,8,4
5BfPUwy0Zy5VpoZMbPHitt,Bunny Bunny,0.77,0.484,0.995,0.00164,0.294,0.324,-3.543,0.161,80.015,2,4
67uJogpIBq6BcNrIJaRSNN,Urvashi Urvashi,0.844,0.12,0.425,0,0.147,0.699,-14.081,0.136,94.961,0,4
5HqRVRrIolAmTHYdn3PcpS,Mukkala Mukkabala,0.886,0.0615,0.445,0.00185,0.108,0.619,-15.943,0.138,119.73,0,4
0tyLo7wakFZ0TOvteo9m4U,Yemani Cheppanu,0.645,0.462,0.632,5.80E-06,0.237,0.484,-7.562,0.0544,88.944,2,4
0RQy9iDgBV6Q8wpYHiHpxP,Good Morning,0.918,0.0519,0.894,0.00173,0.108,0.762,-8.373,0.205,102.961,10,4
6J2Fqe1eXICcd0mGZiIEzK,Meme Indians,0.823,0.374,0.624,0,0.0901,0.652,-6.236,0.101,105.007,6,4
24evRqP1snz939Km19m7Ux,Sa Sa Sye,0.766,0.027,0.958,0.00383,0.0483,0.551,-4.627,0.255,95.015,2,4
12uLSE9tpGfunOdAprpNjK,Nuvvu Naku Manasisthe,0.797,0.0241,0.87,0.000118,0.236,0.572,-5.561,0.124,102.038,8,4
5wcQmJ7vCxbbEqpJHmTuUo,Em Sandheham Ledhu (feat. Kalyani Koduri & Sunitha),0.72,0.604,0.494,1.89E-06,0.113,0.537,-5.892,0.032,127.889,2,4
6kSuag0fk9FYsw7VVatqRN,My World Is Flying,0.804,0.405,0.878,0.000883,0.164,0.94,-6.227,0.0417,130.021,5,4
5f51x3lam8FuKQ1ePckE9Q,Yedhi Yedhi,0.43,0.79,0.359,0.00822,0.199,0.287,-10.325,0.0317,100.065,11,4
3RyfIFxOrHLJV3reR37Xwr,Choolenge Aasma,0.869,0.303,0.659,0,0.1,0.701,-7.756,0.0522,99.959,11,4
0JT12VeLyMX9qmY0NTICjs,Gala Gala,0.773,0.223,0.594,0.00343,0.0778,0.791,-9.82,0.0945,89.998,11,4
03q7IIf299hN5MnmP6QqvT,Vennelintha,0.848,0.209,0.681,0.0012,0.0939,0.775,-8.257,0.0403,125.013,3,4
2e6e0Yh1SsWoops7bHxP8Z,Love Ante Caring,0.871,0.181,0.84,0.0178,0.218,0.966,-4.672,0.0577,110.034,5,4
6WUHTxhrhP7HzcbPxkYmsh,Light Theesko,0.786,0.164,0.914,0.000678,0.356,0.852,-4.243,0.116,135.987,7,4
21tbMUtePJKaOT5pSKQPYW,Nuvvu Vijilesthey,0.86,0.339,0.942,2.97E-06,0.155,0.67,-3.977,0.17,113.977,6,4
5wVTrHzxbqQwaU03EZYlV3,Bham Bham Bole,0.692,0.358,0.802,1.91E-06,0.156,0.755,-9.897,0.238,120.955,7,4
3sziCSQnR8SbnuQ7N9OE8H,Yamaha Nagari,0.753,0.424,0.755,0,0.0948,0.575,-7.527,0.163,100.954,2,4
25XEuihVbAp0GU33TO4GpE,Egiregire,0.57,0.509,0.735,0,0.121,0.533,-5.209,0.0599,176.905,2,3
16n0qA4VwgDOJHxV2AvSWy,Adigo Penu Nishabdham,0.54,0.625,0.909,2.06E-05,0.0846,0.19,-6.166,0.135,124.79,4,4
0Vjckx1G9Nt1S4GVfVKEdo,"Nee Neeli Kannullona (From ""Dear Comrade"")",0.507,0.795,0.219,0,0.192,0.608,-10.246,0.0334,179.661,0,4
5IZEIyQbdHY8g8NB4oV8w1,Rudhiram Marigi,0.418,0.678,0.549,2.84E-05,0.143,0.117,-6.029,0.0283,133.721,7,4
1RVsMBm2AB3bqqR3wKRUA8,Bavagari Choope,0.603,0.346,0.812,0,0.0771,0.711,-5.906,0.325,119.937,5,4
15VhrOnyIebxei4gzZbiBA,Aakasa Ganga,0.536,0.655,0.447,2.96E-05,0.15,0.28,-9.678,0.0328,129.856,5,4
1elXc8r6RHfMCwm0QSJRC0,,0.555,0.0439,0.834,1.05E-05,0.0448,0.709,-6.084,0.315,82.484,7,4
0XzOwhXWfoduuM9FXR5vHl,,0.696,0.273,0.94,0,0.348,0.416,-3.225,0.215,98.97,8,4
6ZcRjdq1sUYDKxZ6GsOtTm,Sivuni Aana,0.706,0.348,0.763,1.34E-06,0.145,0.429,-6.867,0.0714,146.941,9,3
4uXJADmybUHUgycBWFHeq6,Ramuloo Ramulaa - Duet,0.663,0.415,0.913,0.000496,0.158,0.805,-4.681,0.152,187.552,5,3
1B49dZjbINjRKx0rPE6qcx,Sye Raa,0.657,0.576,0.873,1.56E-06,0.0935,0.229,-5.45,0.257,129.916,11,4
0P8TCqG9wsZPUnvxqLNZ5k,OMG Daddy - Telugu,0.83,0.252,0.61,1.27E-05,0.115,0.608,-6.293,0.0555,96.011,1,4
3OVWd1FbFbgPFO1NYAqH16,Chitti Dance Showcase,0.759,0.0896,0.747,0.00837,0.0361,0.616,-5.604,0.12,98.02,0,4
3hZspWzCNgAyYP9GDHJ9dj,O Maramanishi,0.678,0.168,0.574,0.0191,0.341,0.336,-9.348,0.0325,115.005,7,4
5SDOLmsq70w76jr0yoiZ6c,Padara Padara,0.8,0.703,0.918,1.74E-05,0.112,0.827,-5.35,0.119,100.005,5,4
28ws8MAhHwT5xIZDU4xGSq,"Ranga Ranga Rangasthalaana (From ""Rangasthalam"")",0.547,0.574,0.986,0.172,0.106,0.593,-4.705,0.227,90.054,0,4
3UKqvPWNYObdtDuqfrKGFy,Choododhu,0.812,0.0948,0.857,0.0185,0.0863,0.663,-6.149,0.0511,120.015,9,4
3UVsMCuO5A3rjXYTxQN2zJ,Regumullole,0.774,0.557,0.898,0,0.102,0.826,-5.252,0.194,100.011,7,4
2CAjpXCUjPYCxOofOo09yH,Buggey Bangarama,0.624,0.699,0.612,0,0.41,0.817,-5.553,0.0414,83.401,0,4
61thqTy3kFGROUNS4WTVFn,Ghallu Ghallu,0.674,0.41,0.901,2.86E-06,0.0901,0.575,-5.132,0.275,173.904,7,4
0M3lSKRjEGgCcyCFuzuI9P,Mukku Pye Muddu,0.705,0.486,0.836,2.65E-06,0.0816,0.623,-5.764,0.14,99.987,5,4
0nS3ySUkNRW51tabOIjZYT,KICK,0.804,0.396,0.821,8.41E-05,0.11,0.801,-8.161,0.248,79.996,0,4
35OoRmRvzNS6DjAtEgpiMd,Yahoon Yahoon,0.684,0.161,0.91,0.000537,0.193,0.725,-3.268,0.133,170.091,8,4
4uDdToCjNajzctBecrYXnk,Chinnadho Vypu,0.755,0.66,0.738,0.0113,0.395,0.902,-7.947,0.209,150.933,7,4
6w2OAGPrsUeLDAZWhipQhI,Hello Hello,0.717,0.242,0.631,3.27E-06,0.0806,0.926,-4.725,0.088,75.901,5,4
5Xl56pCcQFPIF7uOk6OMkc,Inthalo Ennenni Vinthalo - Male Version,0.645,0.408,0.674,2.22E-06,0.0963,0.503,-10.094,0.0348,140.003,4,4
6LFJ5QC9Pa9RAnEzBymFTZ,Maguva Maguva - Telugu,0.467,0.81,0.561,0.0116,0.114,0.573,-7.734,0.0315,179.938,7,3
1f0YhW497uhA3NKe5S3fkA,Jabilli Nuvve,0.838,0.308,0.72,0.000426,0.229,0.933,-8.892,0.0376,120.038,10,4
1xbZ2No4vTyvc5sVcW4T9Q,Nuvve Nuvve,0.6,0.863,0.459,0.207,0.142,0.326,-12.298,0.0686,168.049,1,4
0RCoXnxYnUzHGvHrzHq9Dt,Dikka Dikka Dum Dum,0.852,0.513,0.879,0.00142,0.32,0.902,-5.522,0.348,90.107,1,4
21IqKJscaqFkgVB6h4qe5b,Changu Bhala,0.783,0.265,0.74,5.72E-05,0.275,0.824,-8.69,0.071,129.96,4,4
37S2kL71k5LOmGxzJ7JLzE,Blockbuster,0.771,0.772,0.917,0.0447,0.204,0.696,-7.103,0.0979,82.002,8,4
4fo2Q4iPc9DDI1eS7sIHIh,Jayaho Janatha,0.79,0.475,0.709,9.03E-05,0.22,0.608,-3.834,0.0456,104.99,9,4
4GSJsd3n4O5J1NBe0RZ4eu,Manakannapodichey,0.904,0.167,0.863,2.03E-05,0.0729,0.777,-6.19,0.0683,105.018,7,4
1iyWzBAthsLghPEvAC4Aup,Nee Kannulu,0.936,0.304,0.85,1.87E-05,0.0278,0.965,-5.856,0.0829,117.023,1,4
3VPXV4eXrbqEAkrpVdwKVy,Aanati Devadasu,0.818,0.224,0.706,9.54E-05,0.206,0.841,-5.374,0.0749,130.02,9,1
25aFmFxEx6jCvovZig4XIz,Egiregire,0.646,0.521,0.741,0,0.125,0.537,-5.215,0.0498,88.468,2,3
4jf3Xq6DddYi95payh81IC,Dhak Dhak Dhak,0.932,0.551,0.484,0.0161,0.132,0.642,-8.224,0.113,97.02,7,4
3P62QRcbfpJRzD6dPHOsuT,Hey Babu,0.703,0.299,0.704,3.73E-06,0.126,0.527,-4.886,0.0329,99.998,4,4
0XHI7qFNeVsVZ9dQE48W64,Mustafa Mustafa,0.828,0.0191,0.292,9.23E-06,0.13,0.704,-15.337,0.0516,95.054,9,4
